show_id,title,type,platform,primary_genre,genres,director,cast,country,language,release_year,date_added,rating,duration,duration_minutes,num_seasons,num_episodes,imdb_rating,rotten_tomatoes_score,imdb_votes,budget_million_usd,production_company,awards_won,hours_watched_million,description,year_added,month_added,content_age,rating_group,log_imdb_votes,log_budget,type_encoded,platform_encoded,primary_genre_encoded,country_encoded,language_encoded,rating_group_encoded
s14259,The Bear,TV Show,HBO Max,Anime,"Anime, Sports",Ryan Almodóvar,"Pedro Pascal, Angelina Jolie",United States,English,2019,2021-06-08,TV-Y,1 Season,0.0,1.0,10.0,8.5,86,14380,14.9,Paramount Pictures,0,13,"As an old friend returning unfolds, artist discovers a hidden truth.",2021,6,2,Kids,9.57366316988638,2.766319109226186,1,4,3,23,2,2
s14262,Bridgerton,TV Show,Hulu,Drama,"Drama, Talk Show",Unknown,"Tom Hanks, Brad Pitt, Amitabh Bachchan",India,Hindi,2021,2022-03-11,TV-PG,4 Seasons,0.0,4.0,64.0,7.1,72,21505,14.9,Dharma Productions,1,34,"When artist loses everything, they embark on a journey to uncover the truth.",2022,3,1,Family,9.976087244950472,2.766319109226186,1,5,7,9,6,1
s14263,When the Stars Fall,Movie,Apple TV+,Documentary,Documentary,Alfonso Peele,"Kim Soo-hyun, Oscar Isaac, Ayaka Miyoshi",South Korea,Korean,2012,2013-08-14,R,69 min,69.0,0.0,0.0,9.2,87,16584,1.2,Focus Features,0,14,An in-depth look at tech billionaires and its impact on society.,2013,8,1,Adult,9.716253951381153,0.7884573603642702,0,1,6,17,10,0
s14264,The Recruit,TV Show,Paramount+,Crime,"Crime, Mystery, Game Show",Unknown,"Margot Robbie, Priyanka Chopra, Ranveer Singh, Jun Ji-hyun",Spain,Spanish,2008,2008-03-18,TV-14,1 Season,0.0,1.0,6.0,7.1,68,13299,14.9,DreamWorks,0,29,A journalist must confront personal demons while discovering who he truly is.,2008,3,0,Teen,9.495519314209846,2.766319109226186,1,8,5,18,13,3
s14265,Mr. Robot,TV Show,HBO Max,Mystery,"Mystery, Anime",Unknown,"Vicky Kaushal, Dwayne Johnson, Paul Mescal",Spain,Spanish,2013,2015-03-26,TV-Y7,2 Seasons,0.0,2.0,20.0,7.5,81,30738,14.9,Walt Disney Pictures,0,40,"When journalist loses everything, they embark on a journey to uncover the truth.",2015,3,2,Kids,10.333287485659087,2.766319109226186,1,4,13,18,13,2
s14266,The Morning Show: Legacy,TV Show,Netflix,Game Show,"Game Show, Anime",Unknown,"Masami Nagasawa, Vicky Kaushal, Antonio Banderas, Song Kang-ho, Penélope Cruz",India,Hindi,2013,2014-02-16,TV-Y,2 Seasons,0.0,2.0,24.0,4.3,36,19518,14.9,Legendary Pictures,0,15,A artist must confront his past while discovering who he truly is.,2014,2,1,Kids,9.879143629146611,2.766319109226186,1,7,9,9,6,2
s14269,When Night Comes,Movie,Apple TV+,Sci-Fi,"Sci-Fi, Romance",Park Bigelow,"Ken Watanabe, Florence Pugh, Timothée Chalamet",Japan,Japanese,1993,1993-12-10,PG,102 min,102.0,0.0,0.0,9.1,84,423,60.3,Legendary Pictures,0,0,A breakthrough in genetic engineering leads to unforeseen consequences.,1993,12,0,Family,6.049733455231958,4.115779842942166,0,1,16,13,9,1
s14273,Succession,TV Show,Hulu,Comedy,Comedy,Anurag Nolan,"Jennifer Lawrence, Angelina Jolie",India,Hindi,2018,2020-05-16,TV-PG,5 Seasons,0.0,5.0,80.0,6.7,72,10413,14.9,Amblin Entertainment,0,19,doctor must navigate the chaos of suburban life.,2020,5,2,Family,9.250906333722844,2.766319109226186,1,5,4,9,6,1
s14274,The Night Agent,TV Show,Paramount+,Anime,Anime,Barry Kore-eda,"Kim Soo-hyun, Kareena Kapoor, Scarlett Johansson, Denzel Washington",South Korea,Korean,2001,2001-09-10,TV-MA,2 Seasons,0.0,2.0,16.0,6.3,57,1959516,14.9,Illumination,0,2953,"When musician loses everything, they embark on a journey to rebuild her life.",2001,9,0,Adult,14.488208572266762,2.766319109226186,1,8,3,17,10,0
s14279,The Morning Show,TV Show,Disney+,Animation,"Animation, Comedy",Gina Coogler,"Emma Thompson, Ayaka Miyoshi",Turkey,Turkish,2015,2016-03-28,TV-14,2 Seasons,0.0,2.0,12.0,6.4,55,1092,14.9,Apple Studios,0,0,A doctor must confront impossible odds while risking everything.,2016,3,1,Teen,6.996681488176539,2.766319109226186,1,3,2,21,17,3
s14281,A Silent Echo,Movie,Paramount+,Sci-Fi,"Sci-Fi, Documentary",Hirokazu Spielberg,"Pedro Pascal, Alia Bhatt, Amitabh Bachchan, Ryan Reynolds",Australia,English,1985,1988-10-27,Not Rated,159 min,159.0,0.0,0.0,6.9,67,516,34.6,Warner Bros,2,0,"When detective discovers they can travel through time, reality begins to shift.",1988,10,3,Adult,6.248042874508429,3.572345637857985,0,8,16,1,2,0
s14285,Ozark,TV Show,Crunchyroll,Animation,Animation,Cate Tarantino,"Jun Ji-hyun, Emma Thompson, Robert De Niro, Lupita Nyong'o",United Kingdom,English,2020,2020-07-10,TV-MA,3 Seasons,0.0,3.0,24.0,7.5,62,1523,14.9,Pixar,0,3,"As a shocking revelation unfolds, teacher discovers his true identity.",2020,7,0,Adult,7.329093736246591,2.766319109226186,1,2,2,22,2,0
s14292,Black Mirror,TV Show,Netflix,Animation,"Animation, Thriller",Hirokazu Spielberg,"Park Seo-joon, Timothée Chalamet, Denzel Washington, Gong Yoo",South Korea,Korean,2015,2020-05-07,TV-MA,1 Season,0.0,1.0,12.0,6.8,82,625,14.9,CJ Entertainment,0,0,A artist must confront family secrets while risking everything.,2020,5,5,Adult,6.439350371100098,2.766319109226186,1,7,2,17,10,0
s14293,Black Mirror,TV Show,Amazon Prime Video,Thriller,"Thriller, Animation",Christopher Cameron,"Priyanka Chopra, Penélope Cruz, Oscar Isaac, Park Seo-joon",United Kingdom,English,2020,2022-03-24,TV-PG,2 Seasons,0.0,2.0,16.0,6.1,68,360557,14.9,Apple Studios,0,108,A journalist uncovers a dark secret about family.,2022,3,2,Family,12.795408110422143,2.766319109226186,1,0,19,22,2,1
s14294,The Watchmaker,Movie,Amazon Prime Video,Drama,Drama,Taika Bigelow,"Nicole Kidman, Kim Soo-hyun, Denzel Washington",Philippines,Tagalog,2012,2014-01-18,R,110 min,110.0,0.0,0.0,7.1,75,29099,2.7,Excel Entertainment,0,61,A musician must confront family secrets while discovering who he truly is.,2014,1,2,Adult,10.278493453159584,1.308332819650179,0,0,7,16,15,0
s14296,The Witcher,TV Show,HBO Max,Drama,"Drama, Sports, Comedy",Unknown,"Ranveer Singh, Deepika Padukone, Ranbir Kapoor, Léa Seydoux, Ken Watanabe",United States,English,2015,2016-11-03,TV-14,1 Season,0.0,1.0,16.0,6.1,65,4434,14.9,MAPPA,0,10,"When teacher loses everything, they embark on a journey to uncover the truth.",2016,11,1,Teen,8.39728289474368,2.766319109226186,1,4,7,23,2,3
s14302,Kingdom,TV Show,Netflix,Crime,Crime,Sofia Jenkins,"Noah Schnapp, Brad Pitt, Ranveer Singh, Léa Seydoux, Gong Yoo",Canada,English,1987,1987-12-26,TV-MA,4 Seasons,0.0,4.0,88.0,6.6,53,28467,14.9,Lucasfilm,0,53,"When detective loses everything, they embark on a journey to find redemption.",1987,12,0,Adult,10.256535928419162,2.766319109226186,1,7,5,3,2,0
s14303,When Night Comes,Movie,Hulu,Drama,Drama,Anurag Fincher,"Deepika Padukone, Scarlett Johansson, Noah Schnapp, Robert De Niro",United States,English,1994,1994-10-24,Not Rated,126 min,126.0,0.0,0.0,6.3,73,3251,36.0,Amblin Entertainment,0,6,"When journalist loses everything, they embark on a journey to uncover the truth.",1994,10,0,Adult,8.087025470667701,3.6109179126442243,0,5,7,23,2,0
s14304,Only Murders,TV Show,Amazon Prime Video,Documentary,Documentary,Unknown,"Lupita Nyong'o, Denzel Washington, Viola Davis, Marion Cotillard",United States,English,1994,1995-03-12,TV-PG,6 Seasons,0.0,6.0,36.0,7.5,86,101080,14.9,Universal Pictures,0,75,An investigation into corporate scandal that shook the world.,1995,3,1,Family,11.523677454607132,2.766319109226186,1,0,6,23,2,1
s14309,Vertigo,Movie,Netflix,Documentary,Documentary,Akira Akhtar,"Park Seo-joon, Dwayne Johnson",United States,English,2007,2007-11-16,Not Rated,85 min,85.0,0.0,0.0,6.3,64,79436,2.6,Blumhouse,0,99,An investigation into political scandal that shook the world.,2007,11,0,Adult,11.28271953365551,1.2809338454620645,0,7,6,23,2,0
s14311,Between Us,Movie,Hulu,Comedy,Comedy,Taika Coppola,"Hiroyuki Sanada, Florence Pugh, Antonio Banderas, Léa Seydoux",United States,English,2021,2021-07-24,R,91 min,91.0,0.0,0.0,6.9,81,97680,1.9,Illumination,0,80,A teacher accidentally a mysterious disappearance and hilarity ensues.,2021,7,0,Adult,11.489462346242421,1.0647107369924282,0,5,4,23,2,0
s14312,The Last Dance,Movie,Amazon Prime Video,Comedy,"Comedy, Fantasy",Guillermo Scorsese,"Shah Rukh Khan, IU, Florence Pugh, Ranbir Kapoor, Idris Elba",Argentina,Spanish,2006,2007-05-17,G,40 min,40.0,0.0,0.0,6.8,78,3827,5.7,Apple Studios,0,5,"When mother meets a charming stranger, their lives turn upside down.",2007,5,1,Kids,8.250097752572845,1.9021075263969205,0,0,4,0,13,2
s14318,In the Depths of Night,Movie,Hulu,Comedy,Comedy,Jordan Nolan,"Antonio Banderas, Marion Cotillard",India,Hindi,2014,2014-06-01,R,114 min,114.0,0.0,0.0,6.6,65,9506,11.5,DreamWorks,0,9,A artist accidentally an old friend returning and hilarity ensues.,2014,6,0,Adult,9.15978364835903,2.5257286443082556,0,5,4,9,6,0
s14319,The Last Witness,Movie,Disney+,Comedy,"Comedy, Adventure, Fantasy",Zoya Kore-eda,"Brad Pitt, Pedro Pascal, Amitabh Bachchan, Timothée Chalamet, Deepika Padukone",United States,English,2021,2021-03-17,R,142 min,142.0,0.0,0.0,7.3,74,80393,8.4,Working Title Films,0,66,A detective accidentally a deadly accident and hilarity ensues.,2021,3,0,Adult,11.294694825516663,2.2407096892759584,0,3,4,23,2,0
s14322,Beyond Forever,Movie,Apple TV+,Thriller,Thriller,Ava Villeneuve,"Robert De Niro, Alia Bhatt, Penélope Cruz",United Kingdom,English,2013,2016-01-22,PG,106 min,106.0,0.0,0.0,8.4,89,6120,5.7,DreamWorks,2,4,A teacher uncovers a dark secret about corporation.,2016,1,3,Family,8.71948076085107,1.9021075263969205,0,1,19,22,2,1
s14323,Bridgerton,TV Show,Netflix,Drama,Drama,David Tarantino,"Sakura Ando, Song Kang-ho",China,Mandarin,2022,2022-08-11,TV-MA,5 Seasons,0.0,5.0,50.0,7.9,67,607,14.9,DreamWorks,8,0,A journalist must confront his past while trying to save those he loves.,2022,8,0,Adult,6.410174881966167,2.766319109226186,1,7,7,4,11,0
s14324,Narcos,TV Show,Netflix,Comedy,"Comedy, Talk Show",Unknown,"Ken Watanabe, Brad Pitt",India,Hindi,2015,2015-03-15,TV-14,1 Season,0.0,1.0,8.0,6.8,72,1113,14.9,Amblin Entertainment,0,1,A mother accidentally an old friend returning and hilarity ensues.,2015,3,0,Teen,7.01571242048723,2.766319109226186,1,7,4,9,6,3
s14325,The Last Witness,Movie,Amazon Prime Video,Animation,"Animation, Drama, Fantasy",Jordan Tarantino,"Timothée Chalamet, Viola Davis, Denzel Washington, Noah Schnapp",United States,English,2019,2019-03-03,G,90 min,90.0,0.0,0.0,7.1,69,126,11.2,Universal Pictures,0,0,A doctor must confront his past while risking everything.,2019,3,0,Kids,4.844187086458591,2.501435951739211,0,0,2,23,2,2
s14328,Peaky Blinders: Return,TV Show,HBO Max,Sci-Fi,"Sci-Fi, Game Show",Unknown,"Paul Mescal, Ranveer Singh, Zendaya, Margot Robbie",United States,English,2026,2026-08-24,TV-PG,1 Season,0.0,1.0,12.0,7.1,68,1360,14.9,Illumination,0,2,"In the year 3000, humanity faces AI uprising from within.",2026,8,0,Family,7.215975002651466,2.766319109226186,1,4,16,23,2,1
s14331,The Witcher,TV Show,Disney+,Reality TV,Reality TV,Unknown,"Ranbir Kapoor, Margot Robbie, Gong Yoo",Spain,Spanish,2023,2024-04-10,TV-MA,3 Seasons,0.0,3.0,48.0,5.2,47,94,14.9,Marvel Studios,0,0,"As an old friend returning unfolds, mother discovers his true identity.",2024,4,1,Adult,4.553876891600541,2.766319109226186,1,3,14,18,13,0
s14335,The Recruit: Origins,TV Show,Disney+,Kids,Kids,Guillermo Akhtar,"Sakura Ando, Hiroyuki Sanada",Japan,Japanese,2013,2013-04-15,TV-14,2 Seasons,0.0,2.0,44.0,7.7,83,83830,14.9,Marvel Studios,2,64,"As a deadly accident unfolds, doctor discovers a hidden truth.",2013,4,0,Teen,11.336558146464489,2.766319109226186,1,3,11,13,9,3
s14336,Lupin: Origins,TV Show,Amazon Prime Video,Comedy,"Comedy, Sports, Reality TV",Unknown,"Kareena Kapoor, Angelina Jolie, Hiroyuki Sanada, Viola Davis, Deepika Padukone",United States,English,2018,2018-12-11,TV-MA,1 Season,0.0,1.0,10.0,9.7,98,7732,14.9,Working Title Films,0,17,A teacher accidentally a mysterious disappearance and hilarity ensues.,2018,12,0,Adult,8.953252164609035,2.766319109226186,1,0,4,23,2,0
s14337,Beyond Reality,Movie,JioCinema,Action,"Action, Animation",Christopher Bigelow,"Deepika Padukone, Denzel Washington",India,Hindi,2013,2014-08-08,R,93 min,93.0,0.0,0.0,5.5,53,1538,45.7,Legendary Pictures,0,0,"After a deadly accident, mother seeks revenge against the very government he served.",2014,8,1,Adult,7.338888133838879,3.8437441646748516,0,6,0,9,6,0
s14343,The Last Whisper,Movie,Disney+,War,War,Kathryn Chan-wook,"Lupita Nyong'o, Daniel Craig",Mexico,Spanish,1993,1993-08-07,R,131 min,131.0,0.0,0.0,8.0,76,17292,11.7,Apple Studios,0,31,"When soldier loses everything, they embark on a journey to find redemption.",1993,8,0,Adult,9.758057074325922,2.5416019934645457,0,3,20,14,13,0
s14344,Beyond Redemption,Movie,Disney+,Fantasy,Fantasy,Denis von Trier,"Paul Mescal, Deepika Padukone",France,French,2022,2025-10-09,R,127 min,127.0,0.0,0.0,7.2,60,33005,36.0,Walt Disney Pictures,0,39,"When artist loses everything, they embark on a journey to rebuild her life.",2025,10,3,Adult,10.404444642103513,3.6109179126442243,0,3,8,7,3,0
s14345,Between Tomorrow and Never,Movie,Disney+,Romance,Romance,James Villeneuve,"Robert De Niro, Vicky Kaushal, Masami Nagasawa, Ken Watanabe",Italy,Italian,1998,2000-06-07,R,108 min,108.0,0.0,0.0,7.1,71,3832,6.1,Amazon MGM Studios,2,7,Two strangers meet in mansion and their lives are forever changed.,2000,6,2,Adult,8.251403065380556,1.9600947840472698,0,3,15,12,8,0
s14346,The Empress,TV Show,Disney+,Drama,Drama,Akira Jenkins,"Song Kang-ho, Amitabh Bachchan, Ayaka Miyoshi, Noah Schnapp, Léa Seydoux",Australia,English,2025,2026-04-21,TV-14,1 Season,0.0,1.0,12.0,7.0,71,1101,14.9,Netflix Studios,0,1,A scientist must confront moral dilemmas while discovering who he truly is.,2026,4,1,Teen,7.00488198971286,2.766319109226186,1,3,7,1,2,3
s14351,The Gentlemen: Revenge,TV Show,Amazon Prime Video,Reality TV,Reality TV,Unknown,"Meryl Streep, Léa Seydoux, Millie Bobby Brown",United States,English,2015,2016-06-18,TV-14,3 Seasons,0.0,3.0,48.0,6.0,50,814,14.9,Walt Disney Pictures,0,1,A teacher must confront moral dilemmas while discovering who he truly is.,2016,6,1,Teen,6.703188113240863,2.766319109226186,1,0,14,23,2,3
s14352,The Oracle,Movie,Paramount+,Horror,"Horror, Comedy",Lars Gerwig,"Shah Rukh Khan, Priyanka Chopra",Mexico,Spanish,1985,1985-05-01,PG-13,89 min,89.0,0.0,0.0,7.2,73,5930,13.2,Yash Raj Films,0,2,A government stalks the residents of a small town.,1985,5,0,Teen,8.687948111838727,2.653241964607215,0,8,10,14,13,3
s14353,A Fragile Heart,Movie,Peacock,Documentary,"Documentary, Comedy",Christopher Blanchett,"Song Kang-ho, Robert De Niro, Oscar Isaac, Florence Pugh, Gong Yoo",United States,English,1987,1987-06-21,R,123 min,123.0,0.0,0.0,7.7,81,20116,9.8,Bad Robot,0,46,An investigation into corporate scandal that shook the world.,1987,6,0,Adult,9.909320507728571,2.379546134130174,0,9,6,23,2,0
s14354,A Distant Memory,Movie,Disney+,Action,Action,Pedro von Trier,"Nicole Kidman, Kim Soo-hyun",United States,English,2018,2023-05-06,PG,134 min,134.0,0.0,0.0,6.0,55,38882,25.4,Studio Ghibli,0,32,A former hitman is pulled back into action when a mysterious disappearance.,2023,5,5,Family,10.568312416091485,3.2733640101522705,0,3,0,23,2,1
s14356,Stranger Things,TV Show,Netflix,Game Show,"Game Show, Anime",Unknown,"Song Kang-ho, Noah Schnapp, Leonardo DiCaprio, Margot Robbie, Vicky Kaushal",United Kingdom,English,2011,2012-12-01,TV-PG,1 Season,0.0,1.0,6.0,6.2,65,66339,14.9,Dharma Productions,0,135,"When doctor loses everything, they embark on a journey to find redemption.",2012,12,1,Family,11.102548312501044,2.766319109226186,1,7,9,22,2,1
s14357,The Recruit,TV Show,JioCinema,Drama,"Drama, Anime",Unknown,"Zendaya, Ranbir Kapoor, Penélope Cruz, Jenna Ortega, Léa Seydoux",India,Hindi,1983,1983-03-25,TV-14,2 Seasons,0.0,2.0,32.0,8.1,85,115,14.9,Sony Pictures,2,0,A musician must confront moral dilemmas while discovering who he truly is.,1983,3,0,Teen,4.7535901911063645,2.766319109226186,1,6,7,9,6,3
s14359,Between Lives,Movie,Peacock,Drama,"Drama, Documentary",Unknown,"Cate Blanchett, IU, Shah Rukh Khan, Amitabh Bachchan, Oscar Isaac",United States,English,2020,2020-04-17,PG-13,124 min,124.0,0.0,0.0,8.3,90,165151,55.2,A24,2,211,"As a deadly accident unfolds, mother discovers his true identity.",2020,4,0,Teen,12.014621540948454,4.028916756899646,0,9,7,23,2,3
s14360,The Pilgrim,Movie,Disney+,Thriller,"Thriller, Comedy",Alfonso Cuarón,"Jun Ji-hyun, Viola Davis, Daniel Craig, Cate Blanchett, Angelina Jolie",South Korea,Korean,2024,2026-08-10,R,98 min,98.0,0.0,0.0,5.3,40,926,9.4,CJ Entertainment,0,0,"When detective witnesses a crime, they become the target of a shadowy organization.",2026,8,2,Adult,6.831953565565855,2.341805806147327,0,3,19,17,10,0
s14362,The Night Agent,TV Show,Netflix,Sci-Fi,"Sci-Fi, Anime, Kids",Zoya Coppola,"Daniel Craig, Ranbir Kapoor, Antonio Banderas",United States,English,2006,2006-08-02,TV-MA,7 Seasons,0.0,7.0,70.0,6.4,68,48059,14.9,Universal Pictures,0,112,"When soldier discovers they can bend reality, reality begins to shift.",2006,8,0,Adult,10.78020550929046,2.766319109226186,1,7,16,23,2,0
s14363,Between Lines,Movie,Peacock,Comedy,"Comedy, Thriller",Barry Prince-Bythewood,"Aamir Khan, Ayaka Miyoshi",Spain,Spanish,2025,2025-10-17,PG-13,71 min,71.0,0.0,0.0,7.2,74,10078,4.4,DreamWorks,0,13,doctor must navigate the chaos of suburban life.,2025,10,0,Teen,9.218209330354878,1.6863989535702286,0,9,4,18,13,3
s14365,The Last Summer,Movie,Netflix,Action,"Action, Adventure, Crime",Akira Joon-ho,"Hiroyuki Sanada, Nicole Kidman",United States,English,1983,1983-08-24,Not Rated,131 min,131.0,0.0,0.0,7.2,73,2015,29.9,Lionsgate,0,3,"After an old friend returning, teacher seeks revenge against the very government he served.",1983,8,0,Adult,7.60887062919126,3.4307561839036995,0,7,0,23,2,0
s14371,Between Lives,Movie,Netflix,Horror,"Horror, Comedy",Chloé Coppola,"Meryl Streep, Robert De Niro",United States,English,2003,2003-07-06,PG-13,108 min,108.0,0.0,0.0,6.2,75,6345,11.0,20th Century Studios,0,13,"When musician moves to small town, they awaken ancient curse.",2003,7,0,Teen,8.75557997214314,2.4849066497880004,0,7,10,23,2,3
s14373,The Last Kingdom,Movie,Amazon Prime Video,Crime,"Crime, Fantasy, Adventure",Unknown,"Robert De Niro, Javier Bardem, Paul Mescal",United States,English,2019,2024-08-25,R,132 min,132.0,0.0,0.0,5.3,48,525370,1.7,DreamWorks,0,659,"As a shocking revelation unfolds, detective discovers a hidden truth.",2024,8,5,Adult,13.171859958669108,0.9932517730102834,0,0,5,23,2,0
s14374,Vertigo,Movie,Disney+,Crime,"Crime, Adventure",Anurag Peele,"Denzel Washington, Viola Davis, Brad Pitt, Léa Seydoux, Angelina Jolie",Spain,Spanish,2020,2020-11-28,PG,111 min,111.0,0.0,0.0,7.2,72,13970,71.5,Walt Disney Pictures,0,20,"When detective loses everything, they embark on a journey to rebuild her life.",2020,11,0,Family,9.544739031650487,4.283586561860629,0,3,5,18,13,1
s14375,The Empress,TV Show,Netflix,Comedy,Comedy,Unknown,"Hiroyuki Sanada, Marion Cotillard",United States,English,2012,2012-08-13,TV-MA,2 Seasons,0.0,2.0,20.0,6.9,54,412,14.9,Illumination,1,0,soldier must navigate the chaos of suburban life.,2012,8,0,Adult,6.023447592961033,2.766319109226186,1,7,4,23,2,0
s14376,Stranger Things,TV Show,HBO Max,Animation,"Animation, Documentary",Barry Akhtar,"Sakura Ando, Meryl Streep, Idris Elba, Ayaka Miyoshi, Javier Bardem",South Korea,Korean,2003,2003-07-20,TV-G,2 Seasons,0.0,2.0,20.0,7.0,77,11428,14.9,Warner Bros,0,6,A criminal must confront family secrets while trying to save those he loves.,2003,7,0,Kids,9.343909263897597,2.766319109226186,1,4,2,17,10,2
s14379,Eclipse,Movie,Hulu,Adventure,"Adventure, War",Quentin Waititi,"Marion Cotillard, Jennifer Lawrence, Kim Soo-hyun, Paul Mescal",India,Hindi,2023,2023-05-15,G,102 min,102.0,0.0,0.0,8.4,92,21377,49.2,Blumhouse,0,16,"As a shocking revelation unfolds, detective discovers a hidden truth.",2023,5,0,Kids,9.97011763483389,3.9160150266976834,0,5,1,9,6,2
s14380,Between Us,Movie,HBO Max,Romance,Romance,Gina Hirani,"Song Kang-ho, Denzel Washington, Jenna Ortega, Alia Bhatt",Japan,Japanese,1985,1986-07-26,R,130 min,130.0,0.0,0.0,7.6,82,1137,17.6,Sony Pictures,2,0,"After years apart, doctor reconnects with a charming stranger in remote island.",1986,7,1,Adult,7.037027614686276,2.9231615807191558,0,4,15,13,9,0
s14383,Black Mirror,TV Show,Hulu,Crime,Crime,Gina Zhao,"Léa Seydoux, Dwayne Johnson, Viola Davis",United States,English,2014,2014-05-01,TV-MA,4 Seasons,0.0,4.0,32.0,7.6,71,24118,14.9,Focus Features,0,8,"As a mysterious disappearance unfolds, teacher discovers his true identity.",2014,5,0,Adult,10.09075519061184,2.766319109226186,1,5,5,23,2,0
s14387,Shogun,TV Show,Amazon Prime Video,Sci-Fi,"Sci-Fi, Thriller, Game Show",Unknown,"Cate Blanchett, Gong Yoo",United Kingdom,English,1985,1985-04-05,TV-MA,3 Seasons,0.0,3.0,36.0,5.6,58,4249,14.9,T-Series,0,7,A breakthrough in genetic engineering leads to unforeseen consequences.,1985,4,0,Adult,8.354674261918463,2.766319109226186,1,0,16,22,2,0
s14389,When We Were Young,Movie,HBO Max,Drama,Drama,Unknown,"Ranveer Singh, Ranbir Kapoor, Jennifer Lawrence",United States,English,2026,2026-03-07,PG,133 min,133.0,0.0,0.0,7.6,50,27245,11.3,A24,2,50,"When mother loses everything, they embark on a journey to rebuild her life.",2026,3,0,Family,10.212662000326006,2.509599262378372,0,4,7,23,2,1
s14390,House of Cards,TV Show,Apple TV+,Sci-Fi,"Sci-Fi, Sports",Gina Iñárritu,"Paul Mescal, Emma Thompson, Jennifer Lawrence, Priyanka Chopra, Brad Pitt",India,Hindi,2015,2015-01-21,TV-PG,1 Season,0.0,1.0,12.0,9.8,99,125049,14.9,Universal Pictures,2,177,"When musician discovers they can travel through time, reality begins to shift.",2015,1,0,Family,11.736468936305766,2.766319109226186,1,1,16,9,6,1
s14393,The Morning Show,TV Show,Apple TV+,Animation,Animation,Barry Waititi,"Oscar Isaac, Zendaya",South Korea,Korean,2025,2026-02-10,TV-Y,4 Seasons,0.0,4.0,40.0,8.4,76,153671,14.9,Netflix Studios,0,233,A doctor must confront moral dilemmas while risking everything.,2026,2,1,Kids,11.942575739866747,2.766319109226186,1,1,2,17,10,2
s14395,The Marvelous Mrs,TV Show,HBO Max,Comedy,Comedy,Unknown,"Denzel Washington, Daniel Craig, Tom Hanks",United States,English,1986,1986-03-04,TV-G,8 Seasons,0.0,8.0,80.0,6.8,65,1431,14.9,Skydance Media,0,1,artist must navigate the chaos of suburban life.,1986,3,0,Kids,7.266827347520591,2.766319109226186,1,4,4,23,2,2
s14396,The Night Agent: Legacy,TV Show,Netflix,Anime,"Anime, Crime",Ava Nolan,"Ranbir Kapoor, Ryan Reynolds, Meryl Streep, Deepika Padukone",United States,English,2024,2025-03-17,TV-PG,2 Seasons,0.0,2.0,20.0,7.8,87,314,14.9,Ghibli,3,0,A teacher must confront moral dilemmas while discovering who he truly is.,2025,3,1,Family,5.752572638825633,2.766319109226186,1,7,3,23,2,1
s14397,In the Depths of Night,Movie,Netflix,Comedy,Comedy,Taika Zhao,"Jennifer Lawrence, Ken Watanabe, Millie Bobby Brown, Jenna Ortega, Angelina Jolie",United States,English,2014,2018-07-07,PG-13,132 min,132.0,0.0,0.0,6.5,53,7075,26.0,Red Chillies Entertainment,0,8,A journalist accidentally a deadly accident and hilarity ensues.,2018,7,4,Teen,8.864464055279676,3.295836866004329,0,7,4,23,2,3
s14400,Emily in Paris,TV Show,Amazon Prime Video,Comedy,"Comedy, Drama, Mystery",Unknown,"Jenna Ortega, Paul Mescal",United States,English,2023,2026-06-28,TV-14,1 Season,0.0,1.0,6.0,7.1,73,17668,14.9,MRC,0,37,A artist accidentally a mysterious disappearance and hilarity ensues.,2026,6,3,Teen,9.77956697061665,2.766319109226186,1,0,4,23,2,3
s14403,The Oracle,Movie,Amazon Prime Video,Comedy,"Comedy, Drama",Park Joon-ho,"Ranveer Singh, Vicky Kaushal, Javier Bardem",United States,English,2013,2017-08-28,R,165 min,165.0,0.0,0.0,7.2,69,13229,41.2,Red Chillies Entertainment,2,15,A teacher accidentally a deadly accident and hilarity ensues.,2017,8,4,Adult,9.490242257109001,3.742420221041966,0,0,4,23,2,0
s14407,Reacher: Origins,TV Show,Paramount+,Talk Show,"Talk Show, Thriller",Unknown,"Jennifer Lawrence, Jun Ji-hyun, Robert De Niro",Japan,Japanese,2024,2026-08-26,TV-14,5 Seasons,0.0,5.0,60.0,5.6,65,6036,14.9,Pixar,0,11,A detective must confront his past while trying to save those he loves.,2026,8,2,Teen,8.705662478796427,2.766319109226186,1,8,18,13,9,3
s14408,Midnight,Movie,Paramount+,Mystery,Mystery,Alejandro Cameron,"Penélope Cruz, Zendaya",United States,English,2016,2017-11-18,R,84 min,84.0,0.0,0.0,5.5,60,35450,2.9,MRC,0,84,"When mother loses everything, they embark on a journey to find redemption.",2017,11,1,Adult,10.475906740307126,1.3609765531356006,0,8,13,23,2,0
s14414,Labyrinth,Movie,Hulu,Fantasy,Fantasy,Unknown,"Shah Rukh Khan, Priyanka Chopra, Daniel Craig, Ranveer Singh",India,Hindi,2017,2017-09-27,R,139 min,139.0,0.0,0.0,6.5,55,7580,62.9,Paramount Pictures,0,6,"When artist loses everything, they embark on a journey to rebuild her life.",2017,9,0,Adult,8.933400396056303,4.157319361383489,0,5,8,9,6,0
